1.4605	-0.309926
1.5618	-0.352449
1.6639	-0.381721
1.7209	-0.392345
1.7607	-0.401229
1.818	-0.408191
1.8696	-0.412714
1.9212	-0.416713
1.973	-0.419143
2.0074	-0.420705
2.0305	-0.421222
2.0535	-0.421741
2.0823	-0.422084
2.0996	-0.422254
2.1169	-0.421901
2.1342	-0.421549
2.1515	-0.421196
2.1746	-0.420319
2.1977	-0.419617
2.2497	-0.418211
2.2901	-0.416981
2.3363	-0.415228
2.371	-0.413128
2.4173	-0.409979
2.4866	-0.406826
2.5156	-0.404029
2.5677	-0.40053
2.6661	-0.393011
2.7587	-0.386365
2.8628	-0.379193
2.9728	-0.371671
3.0654	-0.364676
3.1811	-0.358374
3.2621	-0.351731
3.372	-0.345255
3.4646	-0.339829
3.5686	-0.334401
3.6668	-0.330021
3.7594	-0.324595
3.8576	-0.320563
3.9904	-0.316175
4.1637	-0.309686
4.3599	-0.304412
4.5561	-0.300707
4.7638	-0.297174
4.9542	-0.294692
5.9573	-0.289591
6.9546	-0.28763
7.9632	-0.28741
8.9892	-0.287186
